,H,I,O
1982-03-25,336.70692389377973,133.92021276936302,228.78182200782777
1982-03-26,336.6981492330359,130.88130632465214,217.08263314082404
1982-03-27,336.69013141078545,128.2302042033917,214.26747685370148
1982-03-28,336.6836393132182,135.4649618972186,209.41795542316441
1982-03-29,336.6800404290677,154.7384761516781,204.39057391375687
1982-03-30,336.68194367066894,196.05383813457576,197.48284658447815
1982-03-31,336.67665129403525,162.92380388217666,217.3045774274058
1982-04-01,336.6712825041263,157.1037262441398,174.90479978488165
1982-04-02,336.6751798424922,193.72157580952185,183.1151219274498
1982-04-03,336.6843227657476,247.51358017526132,174.58609140943022
1982-04-04,336.6909742827891,247.9800720191842,159.3902032838933
1982-04-05,336.69291701837835,209.47808742692257,170.15376503189654
1982-04-06,336.69008586779455,167.5337757203876,166.48793927113115
1982-04-07,336.687026514931,146.91174550362297,170.68992202158535
1982-04-08,336.6834926248685,136.97608958168814,160.93001987612186
1982-04-09,336.68108977174865,135.17468855778196,161.91620360418878
1982-04-10,336.6789322444445,136.53397184641244,161.07236215846322
1982-04-11,336.6784585075363,147.39488066589578,153.6412650675197
1982-04-12,336.67948099820495,157.82933294566394,153.93522150711348
1982-04-13,336.67693673031135,139.01694703051683,159.55361812749427
1982-04-14,336.6787644883895,163.90418979651267,174.53726201245672
1982-04-15,336.6839773137845,204.56409705048384,173.90995739996833
1982-04-16,336.69443966605627,256.05237502117103,179.3178685855024
1982-04-17,336.70858365883265,304.62953926025284,179.78132566709738
1982-04-18,336.7304430857199,376.1430748809431,182.49225786033313
1982-04-19,336.7508947294732,398.3940349197823,192.04433965140325
1982-04-20,336.76899679361213,398.5466446595525,218.56979781147123
1982-04-21,336.7864297429819,410.1243278477302,252.82072267331398
1982-04-22,336.80460308076385,438.21287202794423,254.72378849164966
1982-04-23,336.8307405580371,503.75266181227613,259.33946059913836
1982-04-24,336.8641319352484,581.5255652748393,263.3504679847949
1982-04-25,336.89885614874856,624.6187464898851,261.9701077519955
1982-04-26,336.9339933977901,644.8817034647672,270.17495405441525
1982-04-27,336.96705098179297,643.8532525115248,269.10200927440667
1982-04-28,336.99328816147556,597.8607067019445,270.99358456558537
1982-04-29,337.01528151583847,552.0112197140252,275.7322784779705
1982-04-30,337.0316614580128,498.51247044290193,277.071416314056
1982-05-01,337.04428764370255,452.54260401894896,282.6552985818694
1982-05-02,337.05758067474176,440.8674534309774,282.0937866128259
1982-05-03,337.0719186224204,442.4939473514298,279.254197052226
1982-05-04,337.0943702459622,495.3645340997244,280.6778037546083
1982-05-05,337.11685661035466,518.3568729586731,282.7287322155437
1982-05-06,337.1349291978206,499.66913983246667,280.29107511636323
1982-05-07,337.14054762883006,408.24539175642246,279.41216303029535
1982-05-08,337.15349362842994,418.42968373290415,280.83291782576504
1982-05-09,337.1757053993394,484.6607055915177,280.7658749861218
1982-05-10,337.1992081505821,520.6885970351658,282.6928014074239
1982-05-11,337.21782059542926,504.18417935185704,280.2808043365791
1982-05-12,337.24393721012916,545.6510608764894,279.88575599913906
1982-05-13,337.26861908266784,553.3210698307068,283.6292804772172
1982-05-14,337.29514767214926,570.4380605285032,278.4154731423035
1982-05-15,337.33229027927865,645.0214943001921,280.5352675679463
1982-05-16,337.36790948096706,666.9422895245841,279.9720655786857
1982-05-17,337.39978872871075,651.0928521181378,281.88250653525506
1982-05-18,337.43889643676107,693.383647192924,282.7656854912032
1982-05-19,337.4826002416906,741.6169539610546,280.0717777660394
1982-05-20,337.52237135177586,734.1515458097958,280.0308326641992
1982-05-21,337.5627423884901,739.6285011145843,369.761119162077
1982-05-22,337.59585561933886,742.5773417769528,383.71149219851685
1982-05-23,337.62639623439634,734.6371767137965,391.3308914774585
1982-05-24,337.6546863965247,720.8590266112328,397.4861780274233
1982-05-25,337.67681709837325,684.7855429829033,534.5740459142487
1982-05-26,337.6915129652908,694.6201953307484,547.7568220395447
1982-05-27,337.70187242733516,677.0827524070453,548.0378767600865
1982-05-28,337.71307291812593,675.6228714822894,549.84020811685
1982-05-29,337.7225505256208,664.5532380120312,549.1072902251698
1982-05-30,337.7284322829399,635.7570499083589,548.1886118314475
1982-05-31,337.7344369658441,627.1671047129583,606.674076979237
1982-06-01,337.7269091045294,568.9123991715074,674.956843560351
1982-06-02,337.72689655283466,631.3246891785157,682.1176774011577
1982-06-03,337.7235965542823,639.4468744352206,685.6472384930753
1982-06-04,337.71544200271813,610.310561610776,641.1788611924305
1982-06-05,337.7122478797393,605.1930006814649,600.7240943911224
1982-06-06,337.71367059016535,611.8037045867427,597.2905227509714
1982-06-07,337.7172540287001,626.7867124969082,593.3102286467956
1982-06-08,337.7057566083524,531.1648886988521,593.3438107670883
1982-06-09,337.71510435668444,629.5949275811461,597.2821833258164
1982-06-10,337.7254518807916,680.9400321759896,633.4966081832833
1982-06-11,337.72607526729945,659.4657838953513,676.1692245292967
1982-06-12,337.71962561009366,626.7982229743653,679.7871200805035
1982-06-13,337.71423142286545,622.1435920812601,679.0815166367497
1982-06-14,337.71506653560135,661.0112834753866,678.8776714591426
1982-06-15,337.7101075294257,638.7503199293577,679.9798040953599
1982-06-16,337.701605254606,606.4651372539853,675.5251528354297
1982-06-17,337.6966194888695,614.1250338606282,678.6829664364889
1982-06-18,337.6827012912152,559.8135004600326,676.4056231470169
1982-06-19,337.6645731825575,508.07205813871985,672.5416316301622
1982-06-20,337.65000221398617,508.0228576014184,671.1295231787708
1982-06-21,337.6337399317333,492.9468749279786,610.5990885561148
1982-06-22,337.62557608228366,501.02552266813325,477.19050035287876
1982-06-23,337.62956548198713,509.5072620163859,400.9524010315829
1982-06-24,337.6375538488899,498.34916937402767,393.7043745869034
1982-06-25,337.6372429596161,433.0298181705697,355.7165261418086
1982-06-26,337.63811316460817,390.34629968550735,294.7400923858651
1982-06-27,337.64389502375064,372.33943575400434,290.45758739697857
1982-06-28,337.6442717724227,326.65700596834097,286.52585613055436
1982-06-29,337.64870920913495,332.50414372694803,286.9407824253203
1982-06-30,337.64466414513197,278.93856362808344,284.42477769386903
1982-07-01,337.64570358849994,284.6128259125066,198.82049834311832
1982-07-02,337.6568051449772,308.6941248109947,217.226691022274
1982-07-03,337.6837474017849,434.47001377303934,241.33543804816264
1982-07-04,337.69343595441785,385.50875804759073,243.93912678610343
1982-07-05,337.71573874425354,451.14219783871994,265.7629118260752
1982-07-06,337.73876079893574,496.2544257953431,295.14503638252836
1982-07-07,337.73883395886037,378.97844799895114,296.31800152448096
1982-07-08,337.7385192993458,328.32351723318254,293.44675754489725
1982-07-09,337.7568477927641,432.0935453378347,352.2384223713981
1982-07-10,337.7661566321618,449.19904699816834,397.7676155211144
1982-07-11,337.7626442261218,396.05573163206856,401.82146761762243
1982-07-12,337.75816743531936,372.7763746150395,458.85990854921545
1982-07-13,337.75156388250883,381.68095722090857,500.18266255185495
1982-07-14,337.75078413728573,446.35546512917347,508.04519717945396
1982-07-15,337.7510246563991,486.20215186645424,549.0953806484596
1982-07-16,337.7405204889333,455.7759042193763,591.2492181600853
1982-07-17,337.71754099338364,384.68583883603105,619.6559277689308
1982-07-18,337.69014536831,341.58040749652423,626.5270043352925
1982-07-19,337.67551054226203,411.72647819465897,625.8111055488027
1982-07-20,337.66762475982256,479.20418109399736,513.080940198211
1982-07-21,337.67714598878416,556.3148072538792,402.8198366001336
1982-07-22,337.68342340157136,507.5770239059363,396.73422837752605
1982-07-23,337.6885401086991,476.62655552199357,399.8288236529224
1982-07-24,337.69885625158474,499.6043360912722,395.3288289895613
1982-07-25,337.7020007437399,459.3889848723228,396.9934179056442
1982-07-26,337.7063769197788,451.814927539505,397.9407076092558
1982-07-27,337.71475373836756,476.95362956047035,423.561976766575
1982-07-28,337.7220600782423,495.977834121441,462.37576502632857
1982-07-29,337.7263712401212,508.88135153218946,541.6884018201216
1982-07-30,337.72378750970904,513.3000691404543,585.9314464600532
1982-07-31,337.7132546134351,488.20697002160745,624.5533822208987
1982-08-01,337.7100675387883,547.1679795081347,627.5148466296756
1982-08-02,337.7082474734801,582.4122258301985,631.5065199121105
1982-08-03,337.6994765625165,552.6972817468992,621.9803627861668
1982-08-04,337.6780273686703,451.64257006630027,625.082453853995
1982-08-05,337.6584034870753,423.42228906572404,623.2685247651548
1982-08-06,337.6500231322222,483.1398617001518,585.2644194350299
1982-08-07,337.64483263906567,506.46617225967316,542.8045681441066
1982-08-08,337.6298794948509,428.44783196974566,534.0819876663464
1982-08-09,337.60745578335394,338.6518698869386,467.4307922716753
1982-08-10,337.60215268953726,375.5643264121643,400.03897174597114
1982-08-11,337.5992567438769,370.37859619088033,392.69179090987734
1982-08-12,337.5979319520222,371.5435109255312,331.5922956992463
1982-08-13,337.5997086137017,357.1200529375043,277.96446461462597
1982-08-14,337.6031802157671,333.37327507376574,271.66331184234133
1982-08-15,337.6051514016465,310.2249233126862,271.13258780610926
1982-08-16,337.60438813292615,282.3222834063957,272.0199432869475
1982-08-17,337.6050761875396,280.78759969996037,271.0906845431409
1982-08-18,337.61200625189315,320.8640867317916,269.9583344486243
1982-08-19,337.6161147072786,318.58263771957235,277.3327986648414
1982-08-20,337.61089485171874,260.4206503157061,287.2981949653861
1982-08-21,337.6133986236327,292.60571262791154,285.08588321992795
1982-08-22,337.6170330444035,312.031734253807,281.27829173276
1982-08-23,337.6146678238962,278.5121836323958,283.8830142988761
1982-08-24,337.6110337754416,257.7369056697851,285.8914041684838
1982-08-25,337.60437040057633,230.18842451116478,286.08243926499136
1982-08-26,337.5968457491193,213.18629561964246,286.06342058428106
1982-08-27,337.5818163226721,156.5733336424023,287.1095521775743
1982-08-28,337.57457705762573,185.17804619477903,286.91413081789165
1982-08-29,337.5779322220818,266.95180517311655,286.72103659167965
1982-08-30,337.5677694075045,211.27387595332644,285.3294476963495
1982-08-31,337.56408840954384,229.5496320639001,270.3094827043426
1982-09-01,337.5608974126048,231.56226764144375,255.36185451671818
1982-09-02,337.5559545635512,212.34137546947835,245.93334899016034
1982-09-03,337.55224349740774,207.44356796491348,245.09459498044907
1982-09-04,337.55048225622267,217.85135051944172,244.97334945158113
1982-09-05,337.55027546413703,232.41963492058846,245.86543818842227
1982-09-06,337.54313404365917,189.27331530696773,171.9288781094519
1982-09-07,337.53507248791084,127.62378146473475,207.01029793336733
1982-09-08,337.52650918239516,117.37865365479573,204.28664430465858
1982-09-09,337.5219779985428,137.89541493255658,195.7110673406379
1982-09-10,337.52220496536427,174.03012641915547,210.51309509617636
1982-09-11,337.52200247644356,194.08456929819042,210.89249661735084
1982-09-12,337.53141339398906,266.1885629348368,211.66744581431968
1982-09-13,337.53154306336165,235.17281224358854,212.99125858683067
1982-09-14,337.53689357786646,257.40582641144493,210.1771123586207
1982-09-15,337.52971828378656,182.68193584166505,217.59190387269172
1982-09-16,337.5163740467061,114.84949275713565,216.3590050501953
1982-09-17,337.51913348621684,192.57898040579772,216.6878957915411
1982-09-18,337.5170582707493,191.29893031018025,183.9988568208591
1982-09-19,337.51943875869466,202.56924640312656,180.29809305878945
1982-09-20,337.5203665017265,195.1702045807096,170.88871125352125
1982-09-21,337.51835702357835,167.90586797185665,175.66171459092206
1982-09-22,337.5164241861578,159.3582813848459,169.58739647530638
1982-09-23,337.528683278021,246.11922737627884,164.18051144444303
1982-09-24,337.53824417274024,261.3128796312235,163.96465393716443
1982-09-25,337.533430287838,172.23682362807375,159.7126142067426
1982-09-26,337.5311246245093,149.62661569994742,159.13493640212994
1982-09-27,337.5360887738783,188.05013847593068,159.7997191778709
1982-09-28,337.5644772495418,359.39663962226666,163.9942054509061
1982-09-29,337.5676436524046,266.05868000182267,167.97405950381906
1982-09-30,337.554263926777,120.02476638332445,165.7348692424955
1982-10-01,337.55381014346784,143.95408783340176,168.64649588180106
1982-10-02,337.5707180227973,270.24318706268804,169.46673076709467
1982-10-03,337.5791628620921,266.9647468286185,168.13396988651078
1982-10-04,337.58946753979734,277.7017384133147,178.05253966631105
1982-10-05,337.5920467985379,236.56748931581643,181.8054662246623
1982-10-06,337.6187508813211,382.3835450805019,208.06567161917684
1982-10-07,337.6385545259065,411.4596069903032,213.40541703333116
1982-10-08,337.6545282045684,400.8278340053733,209.40499491462225
1982-10-09,337.6831481678873,478.286394962023,217.02136814768917
1982-10-10,337.70451798579194,467.9677705400703,245.43484745165117
1982-10-11,337.7172618065335,422.54359525786106,258.92878297346874
1982-10-12,337.7318067382274,426.6755001943952,333.1835110846505
1982-10-13,337.7361229928611,404.35238868102823,409.1249815146956
1982-10-14,337.7411855848896,440.8419523932297,413.4696674332707
1982-10-15,337.7476011991051,469.0820345445085,449.5891248681398
1982-10-16,337.74822888529116,464.664726893253,504.9455501386527
1982-10-17,337.7531837748577,521.2970117270686,510.3037601686311
1982-10-18,337.7576618275287,548.4557991916583,587.8028071747714
1982-10-19,337.74861808707345,516.2176273272876,675.1190563571117
1982-10-20,337.725840123991,459.1503793368755,683.4444432869108
1982-10-21,337.700867841885,421.3354166966952,603.4632105811495
1982-10-22,337.6948209070564,485.05070059052343,545.1135095548789
1982-10-23,337.69210727690626,503.04524907545306,559.6071494296693
1982-10-24,337.6862703120162,497.6124318458746,559.9850903979072
1982-10-25,337.68096121153485,498.3465658508487,546.2549724226997
1982-10-26,337.6784120535822,510.20774742085325,558.8072244363707
1982-10-27,337.6755308637902,519.6392593662562,558.9524803674893
1982-10-28,337.6720132312732,519.370374740492,558.0808170505125
1982-10-29,337.6598729130507,461.60451592650475,554.5343977568219
1982-10-30,337.6421165376923,398.9732408405526,560.6656076007414
1982-10-31,337.64148963829996,489.65099361906397,562.5027704553927
1982-11-01,337.6441042996085,547.7422547342239,526.1216581395662
1982-11-02,337.6528674381312,590.4478318919769,476.3994730255186
1982-11-03,337.6682670174703,625.2751864480892,473.1695113264399
1982-11-04,337.6811782444351,621.7036457555251,476.69044958517236
1982-11-05,337.6788844581027,523.6444871295622,516.6917365730168
1982-11-06,337.67152675626403,472.9816007404236,556.534332930092
1982-11-07,337.66928753468073,507.42653647986094,562.3429896013602
1982-11-08,337.6625897433842,495.5882984744225,567.5646571808269
1982-11-09,337.665092162093,554.0268780680891,562.2727268535954
1982-11-10,337.66852254507904,583.879165500096,607.7281327539295
1982-11-11,337.65926005287065,538.5715495132793,645.6874116060105
1982-11-12,337.65145046989124,549.6134753793625,644.1048966576029
1982-11-13,337.6257055979608,434.9241148658922,647.1382155155429
1982-11-14,337.61977220886723,519.9078075132617,644.8969939563558
1982-11-15,337.6134465883776,551.1237794640114,641.2232604245721
1982-11-16,337.59758431015706,499.18050782887485,643.9396239712156
1982-11-17,337.58734441209083,512.0888560589024,562.420104157431
1982-11-18,337.5868836025448,534.256233389572,479.51356210283274
1982-11-19,337.58969075750605,520.3441935090408,471.7606142776129
1982-11-20,337.59550206716744,530.3577828831582,472.8627239720707
1982-11-21,337.5896183923091,457.60640945013535,469.5658986095067
1982-11-22,337.611459995669,609.1946843685847,473.1241585914071
1982-11-23,337.6222915065001,603.4894901560857,519.749923258523
1982-11-24,337.62157093241,551.9535868645186,564.1225623020207
1982-11-25,337.62078537159937,556.4322309725148,613.4642127993405
1982-11-26,337.61436804844254,549.1446768716817,646.9584685098711
1982-11-27,337.61119031207323,585.530584959992,648.7077723063013
1982-11-28,337.60665602980015,592.4370862454933,646.2042592466664
1982-11-29,337.59745816244566,563.1233982510889,646.1145575079069
1982-11-30,337.5915309949187,572.5513385099521,645.978280826591
1982-12-01,337.58425341012247,567.4571658486253,646.015106946395
1982-12-02,337.5793348863749,580.8185955050444,643.2085963581503
1982-12-03,337.56191486206984,502.1124022324204,641.4468889041422
1982-12-04,337.5513988659763,514.1954850265552,640.9973432344448
1982-12-05,337.5385416583803,503.2944958460519,637.3716477658426
1982-12-06,337.5194125450774,454.755011496795,625.2833376309638
1982-12-07,337.5055850407711,463.0868348001038,622.2478186804233
1982-12-08,337.49570746271297,488.9356728497901,581.6269703000205
1982-12-09,337.497010493155,548.8392574139656,523.139918165966
1982-12-10,337.4930642710141,507.31696481754517,515.821018407
1982-12-11,337.4898222328792,490.78228395184806,514.207752828786
1982-12-12,337.4894426879368,501.98515312549847,513.9802023218176
1982-12-13,337.4865954430027,490.00299764047804,510.3738024876714
1982-12-14,337.48344361882397,481.08390404801145,510.06100684588966
1982-12-15,337.47795585524045,461.8744940501739,511.90113584432123
1982-12-16,337.47388008256183,464.28850897288885,512.8997708630143
1982-12-17,337.4676363646715,451.4961381196396,513.0341024637239
1982-12-18,337.4575317207088,420.7012008293561,512.1891130082334
1982-12-19,337.4468510017883,403.5870653262923,510.2405656684799
1982-12-20,337.43935534446086,416.54872252572375,510.8931998278256
1982-12-21,337.4332297842065,432.08120884273956,525.5968451965988
1982-12-22,337.4257278272247,437.5721221788178,531.4444577213765
1982-12-23,337.41872779608775,442.8205735681209,464.1453471494225
1982-12-24,337.41865043114177,449.5064517522395,361.3879959579589
1982-12-25,337.42088605402506,411.5173440280506,339.17266715455816
1982-12-26,337.42622532068435,407.1638294221744,392.1621254497584
1982-12-27,337.4226238713192,374.5160222618832,391.2060131569559
1982-12-28,337.41576667638543,339.00339661798995,392.05139467492614
1982-12-29,337.41177718629746,343.46718495331174,387.40903251608546
1982-12-30,337.41173785433006,368.832442014446,385.11784789842
1982-12-31,337.41006816259915,367.4709611605529,387.76268067073505
1983-01-01,337.40505786618627,346.202626279503,387.13467808784515
1983-01-02,337.3988474797671,329.16859198175376,387.9839991381945
1983-01-03,337.3969183395654,350.91602775066747,388.842473399317
1983-01-04,337.3938902370199,353.1230443991746,388.9794472438989
1983-01-05,337.38942214438856,344.63989085347833,389.94255651053817
1983-01-06,337.38510407897917,342.54170388012295,388.1699745189089
1983-01-07,337.3780050974461,322.3359698988285,388.08141225872043
1983-01-08,337.372795336217,326.45307005279096,388.9092381671859
1983-01-09,337.370076234121,345.0205308203102,388.0145898901694
1983-01-10,337.3638132237637,328.66332418997746,385.30731666697915
1983-01-11,337.35668519055264,314.9003560133672,388.7358820386913
1983-01-12,337.35154151369164,324.1149485146514,388.0311257332922
1983-01-13,337.34672561109613,329.62473481175107,386.1521229266248
1983-01-14,337.34267932421096,336.07682373304414,387.82350083030883
1983-01-15,337.334261806856,310.7085366465649,387.1534068980086
1983-01-16,337.3248649113099,293.3179346961012,386.15457743308434
1983-01-17,337.3138988581509,275.2509933278101,386.98910156125135
1983-01-18,337.30325002955175,270.2186576774652,385.18363118696783
1983-01-19,337.29225987754495,264.999935705498,386.86493022450327
1983-01-20,337.28036619977297,257.6295934817459,384.264892620977
1983-01-21,337.26831997784114,251.1293777145505,363.88986890794035
1983-01-22,337.2603798811228,263.51969400474366,341.0473542382747
1983-01-23,337.2523786197573,255.89912064582515,338.28103157205527
1983-01-24,337.2443152327516,249.4729342806957,311.47835329986754
1983-01-25,337.24276048495966,274.3130214053161,288.05536026380156
1983-01-26,337.24113438229926,271.6113999247741,288.01362360468363
1983-01-27,337.24067857108867,278.06382832878984,285.23143251572884
1983-01-28,337.23775842898215,262.80748700007956,282.3218536266664
1983-01-29,337.2329925805519,242.86204774931323,284.84155888503483
1983-01-30,337.2275587705122,231.6357984207199,286.8561914010984
1983-01-31,337.2251696602143,248.33747745028933,289.68069569485306
1983-02-01,337.222638053737,255.59934056638494,285.3686280188929
1983-02-02,337.21849882144573,245.56444976634094,283.2321025367729
1983-02-03,337.209770680309,209.97125484589455,284.0538516130213
1983-02-04,337.20380357112947,213.91985017107444,283.9913964025616
1983-02-05,337.20166066510956,240.84722700471042,284.8258796554731
1983-02-06,337.19868877791555,247.1133081358858,287.7128327447548
1983-02-07,337.19654203339496,256.2931681638794,279.70059413521403
1983-02-08,337.1926002331159,244.24601347563527,285.51144750122205
1983-02-09,337.18823265510633,239.5704948152673,285.97454324060294
1983-02-10,337.1840297859586,238.97179282013815,285.9998535621801
1983-02-11,337.18071849666643,244.63078267557887,285.9811812386055
1983-02-12,337.1755099341422,234.37672012468528,285.11640902425034
1983-02-13,337.16874425381934,219.41786623137486,285.9755697352544
1983-02-14,337.1614568030054,210.2349467960677,286.02846755429266
1983-02-15,337.1549374455385,211.4893320475235,285.08213093239266
1983-02-16,337.1503574208835,224.41277419158754,286.7961215462303
1983-02-17,337.1434523193395,215.32053505558554,287.01310854125467
1983-02-18,337.142295749964,249.57450829603897,285.05508577201704
1983-02-19,337.1405377543403,258.87587988135095,287.72197847695077
1983-02-20,337.1379982803055,258.9052080720648,286.14439526802954
1983-02-21,337.1336348018986,246.15264170078396,288.80276418320597
1983-02-22,337.1277111836696,231.84736582579222,286.2827230205869
1983-02-23,337.1207132900058,217.5104632190305,286.98745836399866
1983-02-24,337.1133851472795,209.76798429511422,287.0246781357189
1983-02-25,337.1076434820628,216.9257647437268,284.2300160206351
1983-02-26,337.1019425118364,218.04115714108607,272.10643554949877
1983-02-27,337.10080042183716,242.15564565271438,271.92879162288716
1983-02-28,337.09803337197536,241.49717175809695,275.6605696118089
1983-03-01,337.0927316890198,226.8105589547249,282.43294981441494
1983-03-02,337.0856843177383,213.07084305856654,287.5785249872957
1983-03-03,337.07901954225343,212.6792732811426,287.9659349601737
1983-03-04,337.07208605218375,210.9494919793762,288.00289014017187
1983-03-05,337.0650621773933,209.70259136723686,288.9204754457931
1983-03-06,337.0610221840672,229.35657230962033,288.0119219967256
1983-03-07,337.0597209836505,255.0652296796383,286.99947390199867
1983-03-08,337.0554663000627,245.69436495834805,287.94718708822586
1983-03-09,337.0496718262769,232.1920185792539,288.9565297739706
1983-03-10,337.04416530780287,228.85683291118247,285.34307970079425
1983-03-11,337.03753168922657,218.17346490210895,286.8964703025407
1983-03-12,337.0296023885312,206.0671621395528,287.9476346236336
1983-03-13,337.02434827339084,219.15968145645303,285.20382836346573
1983-03-14,337.0158603940352,201.8719132080682,287.8228230651876
1983-03-15,337.0088175513024,205.5310388472615,285.22470523374295
1983-03-16,337.00193490263337,206.84812363433434,287.76274550927826
1983-03-17,336.99494467023646,207.95503719999442,286.1442349352351
1983-03-18,336.9895076241655,217.85574777086055,286.8952890492944
1983-03-19,336.98083859227046,200.9980609392362,287.04723662137616
1983-03-20,336.97230030998475,194.9608624308957,287.02402703792154
1983-03-21,336.9670454081295,214.15070514532323,286.93824268613
1983-03-22,336.95713700030507,191.29406725935178,287.0707771628399
1983-03-23,336.9474099882012,183.04891959395914,286.11725088730697
1983-03-24,336.9395720754735,191.6540641798245,286.89733033761604
1983-03-25,336.92726809602055,166.16521165708252,287.992180905653
1983-03-26,336.91762527946935,173.69205751265525,286.1421517545926
1983-03-27,336.91017056788445,190.37157490737863,287.7886754129341
1983-03-28,336.90189026766194,192.5690061547711,285.22669751084686
1983-03-29,336.8976821407981,219.06394637087277,285.84706109218786
1983-03-30,336.89193807511583,220.3153608579381,287.8151861803339
1983-03-31,336.8897533548656,245.37386692374548,286.98512626836015
1983-04-01,336.89279256769817,289.7432695559999,285.01912123288025
1983-04-02,336.89681505103187,313.5639369348152,284.9224414548126
1983-04-03,336.8953641696458,286.0675545415788,263.0987316788532
1983-04-04,336.89405245819506,264.97693319661704,283.2323355263336
1983-04-05,336.8928638198614,267.7077315245098,281.17824200546755
1983-04-06,336.8926811382191,274.09891920780905,275.49718196023326
1983-04-07,336.8913712778106,266.66110244010594,283.31123906628164
1983-04-08,336.8884696318999,257.2192651142688,283.05749432384806
1983-04-09,336.88830062952667,271.2813999629048,283.87418094151275
1983-04-10,336.8855370899085,260.4908909427293,285.8574806545327
1983-04-11,336.88457312842564,269.078703542786,287.79167950450454
1983-04-12,336.88373775476646,274.3390089202001,284.30068164563534
1983-04-13,336.88447137287005,284.9619049171331,283.07383836368365
1983-04-14,336.87889030180844,246.96142705454372,283.13248251261297
1983-04-15,336.8721578587782,223.68792968033097,284.004550461008
1983-04-16,336.8692113595659,239.54175246961955,283.9476949564897
1983-04-17,336.86958855538484,267.9066880808622,281.1530787326814
1983-04-18,336.86810948771296,265.6930410100598,277.3558450975904
1983-04-19,336.864794798022,249.6534486687363,258.76138117535254
1983-04-20,336.863989948159,249.86842229584167,262.6436193325212
1983-04-21,336.8637515083217,254.80093946979963,243.71583212926265
1983-04-22,336.8627404815324,239.79736250207642,208.2985409141161
1983-04-23,336.86592595712386,241.20880865567247,185.11813225441065
1983-04-24,336.8702302870045,236.56382635978977,180.44490362656967
1983-04-25,336.8765809388629,244.9410846298275,166.26815542567851
1983-04-26,336.88164695087715,231.9073809063714,157.8210139022801
1983-04-27,336.8782673736317,166.22779500516873,159.11934265436548
1983-04-28,336.88500842078224,206.23928338285276,151.548331365108
1983-04-29,336.88845989355355,196.99249173587665,151.0767407542736
1983-04-30,336.8981381498633,234.4449096868904,158.21068701464134
1983-05-01,336.9079809387214,254.93628492611307,159.7817583518066
1983-05-02,336.91232918139605,228.23502258216905,165.5669579357268
1983-05-03,336.91646676765737,218.84998587969022,165.07876315489472
1983-05-04,336.91127925791204,152.9185310520416,162.4774511867831
1983-05-05,336.91387049247004,175.62327806086392,161.96460885469207
1983-05-06,336.9218061404562,219.70162709231505,154.5218321513739
1983-05-07,336.92186215575185,182.29299790459564,162.41290923588969
1983-05-08,336.9186380869698,149.36474247152256,163.0601668916451
1983-05-09,336.91784776465533,152.44317382590066,168.49135283502468
1983-05-10,336.9206760019117,178.95720726457762,137.72217511687
1983-05-11,336.92337164338824,171.40784689431825,114.18345914774036
1983-05-12,336.9303856645289,183.72362861464364,103.89748499541471
1983-05-13,336.9416271871921,211.32428935060517,104.81576194763177
1983-05-14,336.9449954853033,171.21012032111082,105.11785150489354
1983-05-15,336.9539788071346,191.72940694294593,102.19343009855535
1983-05-16,336.9619721970772,192.29991069044303,105.6786914088029
1983-05-17,336.9669055086096,174.09159244605803,104.20137202982741
1983-05-18,336.9760300422657,193.59892446738817,106.70033610300709
1983-05-19,336.9914633166891,244.58499841802842,104.05714599302576
1983-05-20,337.003228471241,239.98888120929666,103.1039802914098
1983-05-21,337.01434130949684,233.11817406791909,100.28329109003262
1983-05-22,337.02301314604154,212.7594294466229,102.8396966028249
1983-05-23,337.0284234847437,184.14396828538233,103.08164632323052
1983-05-24,337.0381588534261,201.0561182397667,103.8667361257323
1983-05-25,337.0409194755307,162.47588780860056,105.94920930226391
1983-05-26,337.05125011212147,197.65359023835248,105.87883234337589
1983-05-27,337.06285892638397,220.58962534879143,104.9975204640662
1983-05-28,337.0745303798551,230.03028638029178,104.96841787008492
1983-05-29,337.0904177890839,261.84020770080076,105.80772538726075
1983-05-30,337.1017976102944,245.81577080822436,108.7853872962441
1983-05-31,337.1049559824505,186.39002172614533,108.26339163639012
1983-06-01,337.11347564795216,196.93013476709038,107.98707355519554
1983-06-02,337.12636123072065,229.8647999921178,105.14119648144742
1983-06-03,337.14387555813335,272.57148081875323,104.86992116611587
1983-06-04,337.169468651681,343.5647119568258,105.66924287600062
1983-06-05,337.17959978932646,271.2000761417122,106.21273466684586
1983-06-06,337.1827649130982,195.51738923193022,107.1854555114694
1983-06-07,337.18788926009717,177.6402566743619,107.07497266083242
1983-06-08,337.2098406062012,281.35495602688917,105.74552771182815
1983-06-09,337.22284147357294,264.43980304212187,106.03486099212653
1983-06-10,337.2354649111998,255.09370614588667,106.0339850222905
1983-06-11,337.24741591201513,246.72958557573222,105.11455900797301
1983-06-12,337.2630001272898,266.83246619453206,105.85889412962722
1983-06-13,337.2996418565934,414.75176794596837,105.49658070319637
1983-06-14,337.3337803635685,459.38017198945204,107.641622674803
1983-06-15,337.36723803069424,474.7111144054985,111.5833355183365
1983-06-16,337.40287180333394,497.38005390629974,108.22534534961392
1983-06-17,337.4310699259854,455.7651315792269,107.24111833341658
1983-06-18,337.46121510110356,451.479852301192,118.94363220863119
1983-06-19,337.4871520765262,428.3323021882157,122.73655265740932
1983-06-20,337.5117928438648,412.4069446839035,126.69517497715032
